Attribute,Description,Value,Meaning
KBA05_HERST2,share of Volkswagen-Cars (including Audi),0,none
KBA05_HERST2,share of Volkswagen-Cars (including Audi),1,very low
KBA05_HERST2,share of Volkswagen-Cars (including Audi),2,low
KBA05_HERST2,share of Volkswagen-Cars (including Audi),3,average
KBA05_HERST2,share of Volkswagen-Cars (including Audi),4,high
KBA05_HERST2,share of Volkswagen-Cars (including Audi),5,very high
KBA05_HERST3,share of Ford/Opel,"-1, 9",unknown
KBA05_HERST3,share of Ford/Opel,0,none
KBA05_HERST3,share of Ford/Opel,1,very low
KBA05_HERST3,share of Ford/Opel,2,low
KBA05_HERST3,share of Ford/Opel,3,average
KBA05_HERST3,share of Ford/Opel,4,high
KBA05_HERST3,share of Ford/Opel,5,very high
KBA05_HERST4,"share of European manufacturer (e.g. Fiat, Peugeot, Rover,...)","-1, 9",unknown
KBA05_HERST4,"share of European manufacturer (e.g. Fiat, Peugeot, Rover,...)",0,none
KBA05_HERST4,"share of European manufacturer (e.g. Fiat, Peugeot, Rover,...)",1,very low
KBA05_HERST4,"share of European manufacturer (e.g. Fiat, Peugeot, Rover,...)",2,low
KBA05_HERST4,"share of European manufacturer (e.g. Fiat, Peugeot, Rover,...)",3,average
KBA05_HERST4,"share of European manufacturer (e.g. Fiat, Peugeot, Rover,...)",4,high
KBA05_HERST4,"share of European manufacturer (e.g. Fiat, Peugeot, Rover,...)",5,very high
KBA05_HERST5,"share of asian manufacturer (e.g. Toyota, Kia,...)","-1, 9",unknown
KBA05_HERST5,"share of asian manufacturer (e.g. Toyota, Kia,...)",0,none
KBA05_HERST5,"share of asian manufacturer (e.g. Toyota, Kia,...)",1,very low
KBA05_HERST5,"share of asian manufacturer (e.g. Toyota, Kia,...)",2,low
KBA05_HERST5,"share of asian manufacturer (e.g. Toyota, Kia,...)",3,average
KBA05_HERST5,"share of asian manufacturer (e.g. Toyota, Kia,...)",4,high
KBA05_HERST5,"share of asian manufacturer (e.g. Toyota, Kia,...)",5,very high
KBA05_HERSTTEMP,development of the most common car manufacturers in the neighbourhood,"-1, 9",unknown
KBA05_HERSTTEMP,development of the most common car manufacturers in the neighbourhood,1,promoted
KBA05_HERSTTEMP,development of the most common car manufacturers in the neighbourhood,2,stayed upper level
KBA05_HERSTTEMP,development of the most common car manufacturers in the neighbourhood,3,stayed lower/average level
KBA05_HERSTTEMP,development of the most common car manufacturers in the neighbourhood,4,demoted
KBA05_HERSTTEMP,development of the most common car manufacturers in the neighbourhood,5,new building
KBA05_KRSAQUOT,share of cars per household (reffered to county average),"-1, 9",unknown
KBA05_KRSAQUOT,share of cars per household (reffered to county average),1,way below average
KBA05_KRSAQUOT,share of cars per household (reffered to county average),2,below average
KBA05_KRSAQUOT,share of cars per household (reffered to county average),3,average
KBA05_KRSAQUOT,share of cars per household (reffered to county average),4,above average
KBA05_KRSAQUOT,share of cars per household (reffered to county average),5,way above average
KBA05_KRSHERST1,share of Mercedes/BMW (reffered to the county average),"-1, 9",unknown
KBA05_KRSHERST1,share of Mercedes/BMW (reffered to the county average),1,way below average
KBA05_KRSHERST1,share of Mercedes/BMW (reffered to the county average),2,below average
KBA05_KRSHERST1,share of Mercedes/BMW (reffered to the county average),3,average
KBA05_KRSHERST1,share of Mercedes/BMW (reffered to the county average),4,above average
KBA05_KRSHERST1,share of Mercedes/BMW (reffered to the county average),5,way above average
KBA05_KRSHERST2,share of Volkswagen (reffered to the county average),"-1, 9",unknown
KBA05_KRSHERST2,share of Volkswagen (reffered to the county average),1,way below average
KBA05_KRSHERST2,share of Volkswagen (reffered to the county average),2,below average
KBA05_KRSHERST2,share of Volkswagen (reffered to the county average),3,average
KBA05_KRSHERST2,share of Volkswagen (reffered to the county average),4,above average
KBA05_KRSHERST2,share of Volkswagen (reffered to the county average),5,way above average
KBA05_KRSHERST3,share of Ford/Opel (reffered to the county average),"-1, 9",unknown
KBA05_KRSHERST3,share of Ford/Opel (reffered to the county average),1,way below average
KBA05_KRSHERST3,share of Ford/Opel (reffered to the county average),2,below average
KBA05_KRSHERST3,share of Ford/Opel (reffered to the county average),3,average
KBA05_KRSHERST3,share of Ford/Opel (reffered to the county average),4,above average
KBA05_KRSHERST3,share of Ford/Opel (reffered to the county average),5,way above average
KBA05_KRSKLEIN,share of small cars (referred to the county average),"-1, 9",unknown
KBA05_KRSKLEIN,share of small cars (referred to the county average),1,below average
KBA05_KRSKLEIN,share of small cars (referred to the county average),2,average
KBA05_KRSKLEIN,share of small cars (referred to the county average),3,above average
KBA05_KRSOBER,share of upper class cars (referred to the county average),"-1, 9",unknown
KBA05_KRSOBER,share of upper class cars (referred to the county average),1,below average
KBA05_KRSOBER,share of upper class cars (referred to the county average),2,average
KBA05_KRSOBER,share of upper class cars (referred to the county average),3,above average
KBA05_KRSVAN,share of vans (referred to the county average),"-1, 9",unknown
KBA05_KRSVAN,share of vans (referred to the county average),1,below average
KBA05_KRSVAN,share of vans (referred to the county average),2,average
KBA05_KRSVAN,share of vans (referred to the county average),3,above average
KBA05_KRSZUL,share of newbuilt cars (referred to the county average),"-1, 9",unknown
KBA05_KRSZUL,share of newbuilt cars (referred to the county average),1,below average
KBA05_KRSZUL,share of newbuilt cars (referred to the county average),2,average
KBA05_KRSZUL,share of newbuilt cars (referred to the county average),3,above average
KBA05_KW1,share of cars with less than 59 KW engine power,"-1, 9",unknown
KBA05_KW1,share of cars with less than 59 KW engine power,1,very low
KBA05_KW1,share of cars with less than 59 KW engine power,2,low
KBA05_KW1,share of cars with less than 59 KW engine power,3,average
KBA05_KW1,share of cars with less than 59 KW engine power,4,high
KBA05_KW1,share of cars with less than 59 KW engine power,5,very high
KBA05_KW2,share of cars with an engine power between 60 and 119 KW,"-1, 9",unknown
KBA05_KW2,share of cars with an engine power between 60 and 119 KW,1,very low
KBA05_KW2,share of cars with an engine power between 60 and 119 KW,2,low
KBA05_KW2,share of cars with an engine power between 60 and 119 KW,3,average
KBA05_KW2,share of cars with an engine power between 60 and 119 KW,4,high
KBA05_KW2,share of cars with an engine power between 60 and 119 KW,5,very high
KBA05_KW3,share of cars with an engine power of more than 119 KW,"-1, 9",unknown
KBA05_KW3,share of cars with an engine power of more than 119 KW,0,none
KBA05_KW3,share of cars with an engine power of more than 119 KW,1,low
KBA05_KW3,share of cars with an engine power of more than 119 KW,2,average
KBA05_KW3,share of cars with an engine power of more than 119 KW,3,high
KBA05_KW3,share of cars with an engine power of more than 119 KW,4,very high
KBA05_MAXAH,most common age of car owners in the microcell,"-1, 9",unknown
KBA05_MAXAH,most common age of car owners in the microcell,1,below 30 years
KBA05_MAXAH,most common age of car owners in the microcell,2,30 - 40 years
KBA05_MAXAH,most common age of car owners in the microcell,3,40 - 50 years
KBA05_MAXAH,most common age of car owners in the microcell,4,50 - 60 years
KBA05_MAXAH,most common age of car owners in the microcell,5,elder than 60 years
KBA05_MAXBJ,most common age of the cars in the microcell,"-1, 9",unknown
KBA05_MAXBJ,most common age of the cars in the microcell,1,before 1994
KBA05_MAXBJ,most common age of the cars in the microcell,2,1994 - 1997
KBA05_MAXBJ,most common age of the cars in the microcell,3,1998 - 2000
KBA05_MAXBJ,most common age of the cars in the microcell,4,since 2001
KBA05_MAXHERST,most common car manufacturer in the microcell,"-1, 9",unknown
KBA05_MAXHERST,most common car manufacturer in the microcell,1,Top-German
KBA05_MAXHERST,most common car manufacturer in the microcell,2,VW-Audi
KBA05_MAXHERST,most common car manufacturer in the microcell,3,Ford/Opel
KBA05_MAXHERST,most common car manufacturer in the microcell,4,European
KBA05_MAXHERST,most common car manufacturer in the microcell,5,Asian
KBA05_MAXSEG,most common car segment in the microcell,"-1, 9",unknown
KBA05_MAXSEG,most common car segment in the microcell,1,small car
KBA05_MAXSEG,most common car segment in the microcell,2,lower middleclass car
KBA05_MAXSEG,most common car segment in the microcell,3,middle class car
KBA05_MAXSEG,most common car segment in the microcell,4,upper class car
KBA05_MAXVORB,most common preowner structure in the microcell,"-1, 9",unknown
KBA05_MAXVORB,most common preowner structure in the microcell,1,no preowner
KBA05_MAXVORB,most common preowner structure in the microcell,2,1 preowner
KBA05_MAXVORB,most common preowner structure in the microcell,3,2 or more preowner
KBA05_MOD1,share of upper class cars (in an AZ specific definition),"-1, 9",unknown
KBA05_MOD1,share of upper class cars (in an AZ specific definition),0,none
KBA05_MOD1,share of upper class cars (in an AZ specific definition),1,low
KBA05_MOD1,share of upper class cars (in an AZ specific definition),2,average
KBA05_MOD1,share of upper class cars (in an AZ specific definition),3,high
KBA05_MOD1,share of upper class cars (in an AZ specific definition),4,very high
KBA05_MOD2,share of middle class cars (in an AZ specific definition),"-1, 9",unknown
KBA05_MOD2,share of middle class cars (in an AZ specific definition),1,very low
KBA05_MOD2,share of middle class cars (in an AZ specific definition),2,low
KBA05_MOD2,share of middle class cars (in an AZ specific definition),3,average
KBA05_MOD2,share of middle class cars (in an AZ specific definition),4,high
KBA05_MOD2,share of middle class cars (in an AZ specific definition),5,very high
KBA05_MOD3,share of Golf-class cars (in an AZ specific definition),"-1, 9",unknown
KBA05_MOD3,share of Golf-class cars (in an AZ specific definition),1,very low
KBA05_MOD3,share of Golf-class cars (in an AZ specific definition),2,low
KBA05_MOD3,share of Golf-class cars (in an AZ specific definition),3,average
KBA05_MOD3,share of Golf-class cars (in an AZ specific definition),4,high
KBA05_MOD3,share of Golf-class cars (in an AZ specific definition),5,very high
KBA05_MOD4,share of small cars (in an AZ specific definition),"-1, 9",unknown
KBA05_MOD4,share of small cars (in an AZ specific definition),0,none
KBA05_MOD4,share of small cars (in an AZ specific definition),1,very low
KBA05_MOD4,share of small cars (in an AZ specific definition),2,low
KBA05_MOD4,share of small cars (in an AZ specific definition),3,average
KBA05_MOD4,share of small cars (in an AZ specific definition),4,high
KBA05_MOD4,share of small cars (in an AZ specific definition),5,very high
KBA05_MOD8,share of vans (in an AZ specific definition),"-1, 9",unknown
KBA05_MOD8,share of vans (in an AZ specific definition),0,none
KBA05_MOD8,share of vans (in an AZ specific definition),1,low
KBA05_MOD8,share of vans (in an AZ specific definition),2,average
KBA05_MOD8,share of vans (in an AZ specific definition),3,high
KBA05_MODTEMP,development of the most common car segment in the neighbourhood,"-1, 9",unknown
KBA05_MODTEMP,development of the most common car segment in the neighbourhood,1,promoted
KBA05_MODTEMP,development of the most common car segment in the neighbourhood,2,stayed upper level
KBA05_MODTEMP,development of the most common car segment in the neighbourhood,3,stayed lower/average level
KBA05_MODTEMP,development of the most common car segment in the neighbourhood,4,demoted
KBA05_MODTEMP,development of the most common car segment in the neighbourhood,5,new building
KBA05_MOTOR,most common engine size in the microcell,"-1, 9",unknown
KBA05_MOTOR,most common engine size in the microcell,1,very small engine
KBA05_MOTOR,most common engine size in the microcell,2,small engine
KBA05_MOTOR,most common engine size in the microcell,3,average engine
KBA05_MOTOR,most common engine size in the microcell,4,big engine
KBA05_MOTRAD,share of motorcycles per household,"-1, 9",unknown
KBA05_MOTRAD,share of motorcycles per household,0,none
KBA05_MOTRAD,share of motorcycles per household,1,some
KBA05_MOTRAD,share of motorcycles per household,2,some more
KBA05_MOTRAD,share of motorcycles per household,3,very many
KBA05_SEG1,share of very small cars (Ford Ka etc.) in the microcell,"-1, 9",unknown
KBA05_SEG1,share of very small cars (Ford Ka etc.) in the microcell,0,none
KBA05_SEG1,share of very small cars (Ford Ka etc.) in the microcell,1,low
KBA05_SEG1,share of very small cars (Ford Ka etc.) in the microcell,2,average
KBA05_SEG1,share of very small cars (Ford Ka etc.) in the microcell,3,high
KBA05_SEG10,"share of more specific cars (Vans, convertables, all-terrains, MUVs etc.)","-1, 9",unknown
KBA05_SEG10,"share of more specific cars (Vans, convertables, all-terrains, MUVs etc.)",0,none
KBA05_SEG10,"share of more specific cars (Vans, convertables, all-terrains, MUVs etc.)",1,very low
KBA05_SEG10,"share of more specific cars (Vans, convertables, all-terrains, MUVs etc.)",2,low
KBA05_SEG10,"share of more specific cars (Vans, convertables, all-terrains, MUVs etc.)",3,average
KBA05_SEG10,"share of more specific cars (Vans, convertables, all-terrains, MUVs etc.)",4,high
KBA05_SEG2,"share of small and very small cars (Ford Fiesta, Ford Ka etc.) in the microcell","-1, 9",unknown
KBA05_SEG2,"share of small and very small cars (Ford Fiesta, Ford Ka etc.) in the microcell",1,very low
KBA05_SEG2,"share of small and very small cars (Ford Fiesta, Ford Ka etc.) in the microcell",2,low
KBA05_SEG2,"share of small and very small cars (Ford Fiesta, Ford Ka etc.) in the microcell",3,average
KBA05_SEG2,"share of small and very small cars (Ford Fiesta, Ford Ka etc.) in the microcell",4,high
KBA05_SEG2,"share of small and very small cars (Ford Fiesta, Ford Ka etc.) in the microcell",5,very high
KBA05_SEG3,share of lowe midclass cars (Ford Focus etc.) in the microcell,"-1, 9",unknown
KBA05_SEG3,share of lowe midclass cars (Ford Focus etc.) in the microcell,1,very low
KBA05_SEG3,share of lowe midclass cars (Ford Focus etc.) in the microcell,2,low
KBA05_SEG3,share of lowe midclass cars (Ford Focus etc.) in the microcell,3,average
KBA05_SEG3,share of lowe midclass cars (Ford Focus etc.) in the microcell,4,high
KBA05_SEG3,share of lowe midclass cars (Ford Focus etc.) in the microcell,5,very high
